ID,fixed acidity,,volatile acidity,,citric acid,,residual sugar,,chlorides,,free sulfur dioxide,,total sulfur dioxide,,density,,pH,,sulphates,,alcohol,type,location,quality,Predicted Type,,Avg. Alcohol,Avg. Sulphates,Avg. Fixed Acids,Avg. Vol Acids,Avg. Citric Acid,Avg. Res. Sugar,Avg. Chlorides,Avg. Free Sulph,Avg. Tot Sulph,Avg. Density,Avg. pH,,,,,,,,,,
2082,6,white,0.34,white,0.66,white,15.9,white,0.046,white,26,white,164,white,0.9979,red,3.14,white,0.5,white,8.8,white,Texas,6,white,,,,,,,,,,,,,white,white,white,white,white,white,white,red,white,white
2083,6.1,white,0.34,white,0.21,red,5,white,0.042,white,17,red,133,white,0.99373,white,3.02,white,0.53,white,9.4,white,Texas,5,white,,,,,,,,,,,,,white,white,red,white,white,red,white,white,white,white
2085,6.6,white,0.23,white,0.18,red,8.5,white,0.044,white,59,white,188,white,0.99558,red,3.16,white,0.49,white,9.5,white,Texas,5,white,,,,,,,,,,,,,white,white,red,white,white,white,white,red,white,white
2086,6.2,white,0.36,white,0.38,white,3.2,red,0.031,white,20,red,89,red,0.98956,white,3.06,white,0.33,white,12,white,California,7,white,,,,,,,,,,,,,white,white,white,red,white,red,red,white,white,white
2087,6.3,white,0.48,red,0.04,red,1.1,red,0.046,white,30,white,99,white,0.9928,white,3.24,white,0.36,white,9.6,white,Texas,6,white,,,,,,,,,,,,,white,red,red,red,white,white,white,white,white,white
2088,6.3,white,0.29,white,0.28,red,4.7,white,0.059,white,28,white,81,red,0.99036,white,3.24,white,0.56,white,12.7,white,Texas,8,white,,,,,,,,,,,,,white,white,red,white,white,white,red,white,white,white
2089,6.2,white,0.3,white,0.49,white,11.2,white,0.058,white,68,white,215,white,0.99656,red,3.19,white,0.6,red,9.4,white,California,6,white,,,,,,,,,,,,,white,white,white,white,white,white,white,red,white,red
2090,6.4,white,0.23,white,0.35,white,4.6,white,0.039,white,43,white,147,white,0.99216,white,3.18,white,0.4,white,11,white,California,7,white,,,,,,,,,,,,,white,white,white,white,white,white,white,white,white,white
2091,7.4,white,0.38,white,0.34,white,8.3,white,0.052,white,44,white,168,white,0.99627,red,3.11,white,0.52,white,9.2,white,California,5,white,,,,,,,,,,,,,white,white,white,white,white,white,white,red,white,white
2092,8.5,red,0.18,white,0.3,red,1.1,red,0.028,white,34,white,95,white,0.99272,white,2.83,white,0.36,white,10,white,California,4,white,,,,,,,,,,,,,red,white,red,red,white,white,white,white,white,white
2094,5,white,0.24,white,0.19,red,5,white,0.043,white,17,red,101,white,0.99438,white,3.67,red,0.57,white,10,white,Texas,5,white,,,,,,,,,,,,,white,white,red,white,white,red,white,white,red,white
2095,8.8,red,0.19,white,0.3,red,5,white,0.028,white,34,white,120,white,0.99242,white,2.94,white,0.47,white,11.2,white,California,5,white,,,,,,,,,,,,,red,white,red,white,white,white,white,white,white,white
2098,8.4,red,0.22,white,0.3,red,8.9,white,0.024,white,17,red,118,white,0.99456,white,2.99,white,0.34,white,10.5,white,California,6,white,,,,,,,,,,,,,red,white,red,white,white,red,white,white,white,white
2101,6.2,white,0.25,white,0.54,white,7,white,0.046,white,58,white,176,white,0.99454,white,3.19,white,0.7,red,10.4,white,California,5,white,,,,,,,,,,,,,white,white,white,white,white,white,white,white,white,red
2102,7.8,red,0.28,white,0.34,white,1.6,red,0.028,white,32,white,118,white,0.9901,white,3,white,0.38,white,12.1,white,California,7,white,,,,,,,,,,,,,red,white,white,red,white,white,white,white,white,white
2103,5.8,white,0.22,white,0.3,red,1.1,red,0.047,white,36,white,131,white,0.992,white,3.26,red,0.45,white,10.4,white,California,5,white,,,,,,,,,,,,,white,white,red,red,white,white,white,white,red,white
2104,7.2,white,0.32,white,0.3,red,8.25,white,0.02,white,14,red,104,white,0.99362,white,2.99,white,0.44,white,11.4,white,California,6,white,,,,,,,,,,,,,white,white,red,white,white,red,white,white,white,white
2105,6.3,white,0.33,white,0.2,red,17.9,white,0.066,white,36,white,161,white,0.9991,red,3.14,white,0.51,white,8.8,white,California,5,white,,,,,,,,,,,,,white,white,red,white,white,white,white,red,white,white
2107,7.3,white,0.28,white,0.42,white,14.4,white,0.04,white,49,white,173,white,0.9994,red,3.28,red,0.82,red,9,white,California,7,white,,,,,,,,,,,,,white,white,white,white,white,white,white,red,red,red
2109,7.3,white,0.26,white,0.31,white,1.6,red,0.04,white,39,white,173,white,0.9918,white,3.19,white,0.51,white,11.4,white,California,6,white,,,,,,,,,,,,,white,white,white,red,white,white,white,white,white,white
2110,7.4,white,0.16,white,0.3,red,1.4,red,0.064,white,34,white,166,white,0.99136,white,3.11,white,0.42,white,11.43333333,white,California,6,white,,,,,,,,,,,,,white,white,red,red,white,white,white,white,white,white
2112,6.6,white,0.36,white,0.29,red,1.6,red,0.021,white,24,red,85,red,0.98965,white,3.41,red,0.61,red,12.4,white,California,9,red,,,,,,,,,,,,,white,white,red,red,white,red,red,white,red,red
2113,7.1,white,0.26,white,0.19,red,8.2,white,0.051,white,53,white,187,white,0.996,red,3.16,white,0.52,white,9.7,white,Texas,5,white,,,,,,,,,,,,,white,white,red,white,white,white,white,red,white,white
2114,6.5,white,0.33,white,0.3,red,3.8,red,0.036,white,34,white,88,red,0.99028,white,3.25,red,0.63,red,12.5,white,California,7,red,,,,,,,,,,,,,white,white,red,red,white,white,red,white,red,red
2115,5.5,white,0.35,white,0.35,white,1.1,red,0.045,white,14,red,167,white,0.992,white,3.34,red,0.68,red,9.9,white,Texas,6,white,,,,,,,,,,,,,white,white,white,red,white,red,white,white,red,red
2116,6.8,white,0.16,white,0.4,white,2.3,red,0.037,white,18,red,102,white,0.9923,white,3.49,red,0.42,white,11.4,white,California,7,white,,,,,,,,,,,,,white,white,white,red,white,red,white,white,red,white
2117,8.8,red,0.2,white,0.28,red,1.1,red,0.018,white,18,red,72,red,0.9926,white,2.97,white,0.35,white,10.4,white,Texas,5,red,,,,,,,,,,,,,red,white,red,red,white,red,red,white,white,white
2118,5.7,white,0.44,red,0.13,red,7,white,0.025,white,28,white,173,white,0.9913,white,3.33,red,0.48,white,12.5,white,Texas,6,white,,,,,,,,,,,,,white,red,red,white,white,white,white,white,red,white
2120,6,white,0.27,white,0.4,white,1.7,red,0.021,white,18,red,82,red,0.9891,white,3.24,white,0.95,red,13.13333333,white,California,6,white,,,,,,,,,,,,,white,white,white,red,white,red,red,white,white,red
2121,7.7,red,0.25,white,0.43,white,4.5,white,0.062,white,20,red,115,white,0.9966,red,3.38,red,0.5,white,9.9,white,Texas,6,white,,,,,,,,,,,,,red,white,white,white,white,red,white,red,red,white
2122,7.5,white,0.23,white,0.49,white,7.7,white,0.049,white,61,white,209,white,0.9941,white,3.14,white,0.3,white,11.1,white,California,7,white,,,,,,,,,,,,,white,white,white,white,white,white,white,white,white,white
2123,6.1,white,0.26,white,0.28,red,1.7,red,0.043,white,24,red,98,white,0.98918,white,3.14,white,0.44,white,12.5,white,California,6,white,,,,,,,,,,,,,white,white,red,red,white,red,white,white,white,white
2125,6.3,white,0.24,white,0.35,white,2.3,red,0.039,white,43,white,109,white,0.99056,white,3.34,red,0.44,white,11.8,white,California,6,white,,,,,,,,,,,,,white,white,white,red,white,white,white,white,red,white
2126,6.8,white,0.37,white,0.28,red,4,red,0.03,white,29,white,79,red,0.99,white,3.23,white,0.46,white,12.4,white,California,7,white,,,,,,,,,,,,,white,white,red,red,white,white,red,white,white,white
2127,7.3,white,0.29,white,0.3,red,13,white,0.043,white,46,white,238,white,0.9986,red,3.06,white,0.41,white,8.7,white,California,6,white,,,,,,,,,,,,,white,white,red,white,white,white,white,red,white,white
2128,6.3,white,0.22,white,0.27,red,4.5,white,0.036,white,81,white,157,white,0.9928,white,3.05,white,0.76,red,10.7,white,California,7,white,,,,,,,,,,,,,white,white,red,white,white,white,white,white,white,red
2129,6.8,white,0.32,white,0.33,white,0.7,red,0.027,white,15,red,66,red,0.9899,white,3.11,white,0.31,white,11.8,white,California,6,white,,,,,,,,,,,,,white,white,white,red,white,red,red,white,white,white
2130,6.1,white,0.27,white,0.33,white,2.2,red,0.021,white,26,white,117,white,0.9886,white,3.12,white,0.3,white,12.5,white,California,6,white,,,,,,,,,,,,,white,white,white,red,white,white,white,white,white,white
2131,6.9,white,0.18,white,0.36,white,1.3,red,0.036,white,40,white,117,white,0.9934,white,3.27,red,0.95,red,9.5,white,California,7,white,,,,,,,,,,,,,white,white,white,red,white,white,white,white,red,red
2132,6.9,white,0.19,white,0.49,white,6.6,white,0.036,white,49,white,172,white,0.9932,white,3.2,white,0.27,white,11.5,white,California,6,white,,,,,,,,,,,,,white,white,white,white,white,white,white,white,white,white
2135,6.1,white,0.17,white,0.29,red,1.1,red,0.041,white,32,white,92,red,0.99036,white,3.26,red,0.57,white,11.2,white,California,6,white,,,,,,,,,,,,,white,white,red,red,white,white,red,white,red,white
2137,6.3,white,0.35,white,0.3,red,5.7,white,0.035,white,8,red,97,white,0.9927,white,3.27,red,0.41,white,11,white,California,7,white,,,,,,,,,,,,,white,white,red,white,white,red,white,white,red,white
2138,6.9,white,0.34,white,0.3,red,4.7,white,0.029,white,34,white,148,white,0.99165,white,3.36,red,0.49,white,12.3,white,California,7,white,,,,,,,,,,,,,white,white,red,white,white,white,white,white,red,white
2140,6.6,white,0.21,white,0.29,red,5.35,white,0.029,white,43,white,106,white,0.99112,white,2.93,white,0.43,white,11.5,white,California,7,white,,,,,,,,,,,,,white,white,red,white,white,white,white,white,white,white
2141,6,white,0.32,white,0.32,white,4.8,white,0.041,white,40,white,186,white,0.99235,white,3.22,white,0.54,white,11,white,California,6,white,,,,,,,,,,,,,white,white,white,white,white,white,white,white,white,white
2142,7.2,white,0.16,white,0.26,red,7.1,white,0.054,white,41,white,224,white,0.9966,red,3.38,red,0.55,white,10.1,white,Texas,5,white,,,,,,,,,,,,,white,white,red,white,white,white,white,red,red,white
2143,7.7,red,0.24,white,0.3,red,1.4,red,0.041,white,15,red,102,white,0.9929,white,3.26,red,0.53,white,10.4,white,California,6,red,,,,,,,,,,,,,red,white,red,red,white,red,white,white,red,white
2144,6.9,white,0.19,white,0.28,red,5,white,0.058,white,14,red,146,white,0.9952,white,3.29,red,0.36,white,9.1,white,Texas,6,white,,,,,,,,,,,,,white,white,red,white,white,red,white,white,red,white
2145,5.9,white,0.12,white,0.28,red,1.4,red,0.037,white,36,white,83,red,0.99074,white,3.33,red,0.42,white,10.9,white,California,7,white,,,,,,,,,,,,,white,white,red,red,white,white,red,white,red,white
2147,8.4,red,0.27,white,0.46,white,8.7,white,0.048,white,39,white,197,white,0.9974,red,3.14,white,0.59,red,9.6,white,Texas,6,white,,,,,,,,,,,,,red,white,white,white,white,white,white,red,white,red
2149,7.2,white,0.29,white,0.18,red,8.2,white,0.042,white,41,white,180,white,0.99644,red,3.16,white,0.49,white,9.1,white,Texas,5,white,,,,,,,,,,,,,white,white,red,white,white,white,white,red,white,white
2150,6.8,white,0.18,white,0.28,red,1.1,red,0.027,white,32,white,112,white,0.99089,white,3.15,white,0.45,white,11,white,California,7,white,,,,,,,,,,,,,white,white,red,red,white,white,white,white,white,white
2151,6.4,white,0.24,white,0.25,red,20.2,white,0.083,red,35,white,157,white,0.99976,red,3.17,white,0.5,white,9.1,white,California,5,white,,,,,,,,,,,,,white,white,red,white,red,white,white,red,white,white
2152,7.2,white,0.29,white,0.4,white,7.6,white,0.024,white,56,white,177,white,0.9928,white,3.04,white,0.32,white,11.5,white,California,6,white,,,,,,,,,,,,,white,white,white,white,white,white,white,white,white,white
2153,8.3,red,0.49,red,0.43,white,2.5,red,0.036,white,32,white,116,white,0.9944,white,3.23,white,0.47,white,10.7,white,California,6,white,,,,,,,,,,,,,red,red,white,red,white,white,white,white,white,white
2154,6.8,white,0.18,white,0.35,white,5.4,white,0.054,white,53,white,143,white,0.99287,white,3.1,white,0.54,white,11,white,California,7,white,,,,,,,,,,,,,white,white,white,white,white,white,white,white,white,white
2155,6.5,white,0.36,white,0.31,white,4.1,red,0.061,white,20,red,134,white,0.99475,white,3.18,white,0.45,white,9,white,California,6,white,,,,,,,,,,,,,white,white,white,red,white,red,white,white,white,white
2156,7.5,white,0.19,white,0.49,white,1.6,red,0.047,white,42,white,140,white,0.9932,white,3.4,red,0.47,white,10.7,white,California,6,white,,,,,,,,,,,,,white,white,white,red,white,white,white,white,red,white
2158,7.6,red,0.26,white,0.32,white,1.3,red,0.048,white,23,red,76,red,0.9903,white,2.96,white,0.46,white,12,white,California,6,white,,,,,,,,,,,,,white,white,white,red,white,red,red,white,white,white
2159,7.8,red,0.3,white,0.74,white,1.8,red,0.033,white,33,white,156,white,0.991,white,3.29,red,0.52,white,12.8,white,California,6,white,,,,,,,,,,,,,red,white,white,red,white,white,white,white,red,white
2160,6.9,white,0.38,white,0.32,white,8.5,white,0.044,white,36,white,152,white,0.9932,white,3.38,red,0.35,white,12,white,California,7,white,,,,,,,,,,,,,white,white,white,white,white,white,white,white,red,white
2162,5.7,white,0.18,white,0.36,white,1.2,red,0.046,white,9,red,71,red,0.99199,white,3.7,red,0.68,red,10.9,white,California,7,red,,,,,,,,,,,,,white,white,white,red,white,red,red,white,red,red
2163,6.6,white,0.41,red,0.24,red,4.9,white,0.158,red,47,white,144,white,0.99471,white,3.17,white,0.49,white,9.4,white,Texas,5,white,,,,,,,,,,,,,white,red,red,white,red,white,white,white,white,white
2165,6.3,white,0.39,white,0.24,red,6.9,white,0.069,red,9,red,117,white,0.9942,white,3.15,white,0.35,white,10.2,white,Texas,4,white,,,,,,,,,,,,,white,white,red,white,red,red,white,white,white,white
2167,6.2,white,0.38,white,0.42,white,2.5,red,0.038,white,34,white,117,white,0.99132,white,3.36,red,0.59,red,11.6,white,California,7,white,,,,,,,,,,,,,white,white,white,red,white,white,white,white,red,red
2168,5.4,white,0.33,white,0.31,white,4,red,0.03,white,27,white,108,white,0.99031,white,3.3,red,0.43,white,12.2,white,California,7,white,,,,,,,,,,,,,white,white,white,red,white,white,white,white,red,white
2171,6.7,white,0.24,white,0.3,red,10.2,white,0.07,red,44,white,179,white,0.99666,red,2.86,white,0.46,white,8.9,white,California,6,white,,,,,,,,,,,,,white,white,red,white,red,white,white,red,white,white
2172,8.1,red,0.46,red,0.31,white,1.7,red,0.052,white,50,white,183,white,0.9923,white,3.03,white,0.42,white,11.2,white,Texas,5,white,,,,,,,,,,,,,red,red,white,red,white,white,white,white,white,white
2173,5.8,white,0.26,white,0.24,red,9.2,white,0.044,white,55,white,152,white,0.9961,red,3.31,red,0.38,white,9.4,white,California,5,white,,,,,,,,,,,,,white,white,red,white,white,white,white,red,red,white
2174,6.8,white,0.18,white,0.3,red,12.8,white,0.062,white,19,red,171,white,0.99808,red,3,white,0.52,white,9,white,California,7,white,,,,,,,,,,,,,white,white,red,white,white,red,white,red,white,white
2176,6.4,white,0.26,white,0.43,white,12.6,white,0.033,white,64,white,230,white,0.9974,red,3.08,white,0.38,white,8.9,white,Texas,5,white,,,,,,,,,,,,,white,white,white,white,white,white,white,red,white,white
2178,6.4,white,0.17,white,0.27,red,9.9,white,0.047,white,26,white,101,white,0.99596,red,3.34,red,0.5,white,9.9,white,California,6,white,,,,,,,,,,,,,white,white,red,white,white,white,white,red,red,white
2181,8.1,red,0.28,white,0.46,white,15.4,white,0.059,white,32,white,177,white,1.0004,red,3.27,red,0.58,red,9,white,Texas,4,white,,,,,,,,,,,,,red,white,white,white,white,white,white,red,red,red
2184,9.2,red,0.34,white,0.54,white,17.3,white,0.06,white,46,white,235,white,1.00182,red,3.08,white,0.61,red,8.8,white,California,6,white,,,,,,,,,,,,,red,white,white,white,white,white,white,red,white,red
2185,8,red,0.33,white,0.32,white,4.6,white,0.041,white,31,white,180,white,0.99184,white,2.92,white,0.74,red,12.2,white,California,6,white,,,,,,,,,,,,,red,white,white,white,white,white,white,white,white,red
2186,6.8,white,0.24,white,0.31,white,18.3,white,0.046,white,40,white,142,white,1,red,3.3,red,0.41,white,8.7,white,Texas,5,white,,,,,,,,,,,,,white,white,white,white,white,white,white,red,red,white
2187,7.2,white,0.34,white,0.44,white,4.2,red,0.047,white,51,white,144,white,0.991,white,3.01,white,0.76,red,12.3,white,Texas,6,white,,,,,,,,,,,,,white,white,white,red,white,white,white,white,white,red
2188,6.7,white,0.23,white,0.31,white,2.1,red,0.046,white,30,white,96,white,0.9926,white,3.33,red,0.64,red,10.7,white,California,8,white,,,,,,,,,,,,,white,white,white,red,white,white,white,white,red,red
2189,6.4,white,0.28,white,0.28,red,3,red,0.04,white,19,red,98,white,0.99216,white,3.25,red,0.47,white,11.1,white,California,6,white,,,,,,,,,,,,,white,white,red,red,white,red,white,white,red,white
2191,6.2,white,0.37,white,0.24,red,6.1,white,0.032,white,19,red,86,red,0.98934,white,3.04,white,0.26,white,13.4,white,Texas,8,white,,,,,,,,,,,,,white,white,red,white,white,red,red,white,white,white
2192,6.4,white,0.32,white,0.35,white,4.8,white,0.03,white,34,white,101,white,0.9912,white,3.36,red,0.6,red,12.5,white,California,8,white,,,,,,,,,,,,,white,white,white,white,white,white,white,white,red,red
2193,6.4,white,0.26,white,0.21,red,7.1,white,0.04,white,35,white,162,white,0.9956,red,3.39,red,0.58,red,9.9,white,California,6,white,,,,,,,,,,,,,white,white,red,white,white,white,white,red,red,red
2195,7.4,white,0.38,white,0.27,red,7.5,white,0.041,white,24,red,160,white,0.99535,white,3.17,white,0.43,white,10,white,Texas,5,white,,,,,,,,,,,,,white,white,red,white,white,red,white,white,white,white
2197,5.6,white,0.26,white,0.26,red,5.7,white,0.031,white,12,red,80,red,0.9923,white,3.25,red,0.38,white,10.8,white,Texas,5,white,,,,,,,,,,,,,white,white,red,white,white,red,red,white,red,white
2198,7,white,0.34,white,0.3,red,1.8,red,0.045,white,44,white,142,white,0.9914,white,2.99,white,0.45,white,10.8,white,California,6,white,,,,,,,,,,,,,white,white,red,red,white,white,white,white,white,white
2199,8.6,red,0.18,white,0.28,red,0.8,red,0.032,white,25,red,78,red,0.99104,white,2.99,white,0.38,white,11.1,white,California,5,red,,,,,,,,,,,,,red,white,red,red,white,red,red,white,white,white
2200,6.4,white,0.19,white,0.42,white,2.9,red,0.032,white,32,white,83,red,0.9908,white,3.3,red,0.41,white,11.7,white,Texas,6,white,,,,,,,,,,,,,white,white,white,red,white,white,red,white,red,white
2201,6.7,white,0.34,white,0.31,white,16.4,white,0.051,white,20,red,146,white,0.99834,red,3.06,white,0.54,white,9.1,white,Texas,5,white,,,,,,,,,,,,,white,white,white,white,white,red,white,red,white,white
2202,6,white,0.33,white,0.27,red,0.8,red,0.185,red,12,red,188,white,0.9924,white,3.12,white,0.62,red,9.4,white,Texas,5,red,,,,,,,,,,,,,white,white,red,red,red,red,white,white,white,red
2203,7.3,white,0.34,white,0.21,red,3.2,red,0.05,white,14,red,136,white,0.9936,white,3.25,red,0.44,white,10.2,white,Texas,5,white,,,,,,,,,,,,,white,white,red,red,white,red,white,white,red,white
2204,7.5,white,0.705,red,0.1,red,13,white,0.044,white,44,white,214,white,0.99741,red,3.1,white,0.5,white,9.1,white,Texas,5,white,,,,,,,,,,,,,white,red,red,white,white,white,white,red,white,white
2205,6.3,white,0.4,white,0.32,white,10.6,white,0.049,white,38,white,209,white,0.9981,red,3.47,red,0.59,red,9.3,white,California,6,white,,,,,,,,,,,,,white,white,white,white,white,white,white,red,red,red
2206,6.1,white,0.22,white,0.49,white,1.5,red,0.051,white,18,red,87,red,0.9928,white,3.3,red,0.46,white,9.6,white,Texas,5,white,,,,,,,,,,,,,white,white,white,red,white,red,red,white,red,white
2207,5.8,white,0.36,white,0.5,white,1,red,0.127,red,63,white,178,white,0.99212,white,3.1,white,0.45,white,9.7,white,Texas,5,white,,,,,,,,,,,,,white,white,white,red,red,white,white,white,white,white
2208,6.6,white,0.22,white,0.3,red,14.7,white,0.045,white,50,white,136,white,0.99704,red,3.14,white,0.37,white,10.6,white,California,6,white,,,,,,,,,,,,,white,white,red,white,white,white,white,red,white,white
2211,6.4,white,0.31,white,0.28,red,1.5,red,0.037,white,12,red,119,white,0.9919,white,3.32,red,0.51,white,10.4,white,California,7,white,,,,,,,,,,,,,white,white,red,red,white,red,white,white,red,white
2212,6.8,white,0.3,white,0.24,red,6.6,white,0.123,red,35,white,116,white,0.9953,white,3.07,white,0.48,white,9.4,white,Texas,5,white,,,,,,,,,,,,,white,white,red,white,red,white,white,white,white,white
2214,7.1,white,0.18,white,0.39,white,14.5,white,0.051,white,48,white,156,white,0.99947,red,3.35,red,0.78,red,9.1,white,California,5,white,,,,,,,,,,,,,white,white,white,white,white,white,white,red,red,red
2215,7.5,white,0.23,white,0.32,white,9.2,white,0.038,white,54,white,191,white,0.9966,red,3.04,white,0.56,white,9.7,white,California,6,white,,,,,,,,,,,,,white,white,white,white,white,white,white,red,white,white
2218,6.1,white,0.125,white,0.25,red,3.3,red,0.04,white,10,red,69,red,0.9934,white,3.54,red,0.59,red,10.1,white,Texas,6,red,,,,,,,,,,,,,white,white,red,red,white,red,red,white,red,red
2219,6.6,white,0.2,white,0.38,white,7.9,white,0.052,white,30,white,145,white,0.9947,white,3.32,red,0.56,white,11,white,California,7,white,,,,,,,,,,,,,white,white,white,white,white,white,white,white,red,white
2220,5.9,white,0.22,white,0.29,red,4.2,red,0.037,white,69,white,144,white,0.99214,white,3.13,white,0.74,red,10.8,white,California,7,white,,,,,,,,,,,,,white,white,red,red,white,white,white,white,white,red
2221,6.6,white,0.18,white,0.28,red,3.3,red,0.044,white,18,red,91,red,0.993,white,3.42,red,0.64,red,10.8,white,California,6,red,,,,,,,,,,,,,white,white,red,red,white,red,red,white,red,red
2222,7,white,0.22,white,0.28,red,1.5,red,0.037,white,29,white,115,white,0.9927,white,3.11,white,0.55,white,10.5,white,Texas,6,white,,,,,,,,,,,,,white,white,red,red,white,white,white,white,white,white
2223,6.7,white,0.24,white,0.39,white,2.9,red,0.173,red,63,white,157,white,0.9937,white,3.1,white,0.34,white,9.4,white,Texas,6,white,,,,,,,,,,,,,white,white,white,red,red,white,white,white,white,white
2225,7.3,white,0.23,white,0.41,white,14.6,white,0.048,white,73,white,223,white,0.99863,red,3.16,white,0.71,red,9.4,white,California,6,white,,,,,,,,,,,,,white,white,white,white,white,white,white,red,white,red
2226,7.8,red,0.27,white,0.33,white,2.4,red,0.053,white,36,white,175,white,0.992,white,3.2,white,0.55,white,11,white,Texas,6,white,,,,,,,,,,,,,red,white,white,red,white,white,white,white,white,white
2227,6.8,white,0.12,white,0.3,red,12.9,white,0.049,white,32,white,88,red,0.99654,red,3.2,white,0.35,white,9.9,white,California,6,white,,,,,,,,,,,,,white,white,red,white,white,white,red,red,white,white
2228,7.6,red,0.36,white,0.49,white,11.3,white,0.046,white,87,white,221,white,0.9984,red,3.01,white,0.43,white,9.2,white,California,5,white,,,,,,,,,,,,,white,white,white,white,white,white,white,red,white,white
2229,7.5,white,0.21,white,0.34,white,1.2,red,0.06,white,26,white,111,white,0.9931,white,3.51,red,0.47,white,10.7,white,California,6,white,,,,,,,,,,,,,white,white,white,red,white,white,white,white,red,white
2230,9.2,red,0.25,white,0.34,white,1.2,red,0.026,white,31,white,93,white,0.9916,white,2.93,white,0.37,white,11.3,white,California,7,white,,,,,,,,,,,,,red,white,white,red,white,white,white,white,white,white
2231,6.7,white,0.31,white,0.31,white,9.9,white,0.04,white,10,red,175,white,0.9953,white,3.46,red,0.55,white,11.4,white,Texas,4,white,,,,,,,,,,,,,white,white,white,white,white,red,white,white,red,white
2232,6,white,0.11,white,0.47,white,10.6,white,0.052,white,69,white,148,white,0.9958,red,2.91,white,0.34,white,9.3,white,Texas,4,white,,,,,,,,,,,,,white,white,white,white,white,white,white,red,white,white
2233,4.9,white,0.345,white,0.34,white,1,red,0.068,red,32,white,143,white,0.99138,white,3.24,white,0.4,white,10.1,white,California,5,white,,,,,,,,,,,,,white,white,white,red,red,white,white,white,white,white
2234,7,white,0.29,white,0.26,red,1.6,red,0.044,white,12,red,87,red,0.9923,white,3.08,white,0.46,white,10.5,white,California,6,white,,,,,,,,,,,,,white,white,red,red,white,red,red,white,white,white
2235,7.2,white,0.15,white,0.39,white,1.8,red,0.043,white,21,red,159,white,0.9948,white,3.52,red,0.47,white,10,white,Texas,5,white,,,,,,,,,,,,,white,white,white,red,white,red,white,white,red,white
2236,6.7,white,0.45,red,0.3,red,5.3,white,0.036,white,27,white,165,white,0.99122,white,3.12,white,0.46,white,12.2,white,Texas,6,white,,,,,,,,,,,,,white,red,red,white,white,white,white,white,white,white
2237,6.4,white,0.19,white,0.35,white,10.2,white,0.043,white,40,white,106,white,0.99632,red,3.16,white,0.5,white,9.7,white,California,6,white,,,,,,,,,,,,,white,white,white,white,white,white,white,red,white,white
2238,7.4,white,0.27,white,0.31,white,2.4,red,0.014,white,15,red,143,white,0.99094,white,3.03,white,0.65,red,12,white,California,4,white,,,,,,,,,,,,,white,white,white,red,white,red,white,white,white,red
2239,6.4,white,0.33,white,0.44,white,8.9,white,0.055,white,52,white,164,white,0.99488,white,3.1,white,0.48,white,9.6,white,Texas,5,white,,,,,,,,,,,,,white,white,white,white,white,white,white,white,white,white
2240,6.1,white,0.3,white,0.47,white,1.4,red,0.049,white,50,white,187,white,0.9927,white,3.19,white,0.45,white,9.5,white,California,5,white,,,,,,,,,,,,,white,white,white,red,white,white,white,white,white,white
2241,8.1,red,0.31,white,0.24,red,1.6,red,0.032,white,10,red,67,red,0.9924,white,3.08,white,0.47,white,10.5,white,Texas,5,red,,,,,,,,,,,,,red,white,red,red,white,red,red,white,white,white
2242,7.2,white,0.26,white,0.74,white,13.6,white,0.05,white,56,white,162,white,0.998,red,3.03,white,0.44,white,8.8,white,Texas,5,white,,,,,,,,,,,,,white,white,white,white,white,white,white,red,white,white
2243,5.9,white,0.29,white,0.33,white,7.4,white,0.037,white,58,white,205,white,0.99495,white,3.26,red,0.41,white,9.6,white,Texas,5,white,,,,,,,,,,,,,white,white,white,white,white,white,white,white,red,white
2244,8.2,red,0.42,red,0.29,red,4.1,red,0.03,white,31,white,100,white,0.9911,white,3,white,0.32,white,12.8,white,California,7,white,,,,,,,,,,,,,red,red,red,red,white,white,white,white,white,white
2245,5.9,white,0.32,white,0.2,red,14.4,white,0.05,white,29,white,144,white,0.99666,red,3.24,white,0.41,white,10.3,white,California,6,white,,,,,,,,,,,,,white,white,red,white,white,white,white,red,white,white
2247,7.1,white,0.47,red,0.29,red,14.8,white,0.024,white,22,red,142,white,0.99518,white,3.12,white,0.48,white,12,white,California,8,white,,,,,,,,,,,,,white,red,red,white,white,red,white,white,white,white
2249,7.4,white,0.18,white,0.36,white,13.1,white,0.056,white,72,white,163,white,1,red,3.42,red,0.35,white,9.1,white,California,6,white,,,,,,,,,,,,,white,white,white,white,white,white,white,red,red,white
2250,7.7,red,0.28,white,0.35,white,15.3,white,0.056,white,31,white,117,white,0.9998,red,3.27,red,0.5,white,9.6,white,Texas,5,white,,,,,,,,,,,,,red,white,white,white,white,white,white,red,red,white
2251,8.4,red,0.28,white,0.4,white,8.9,white,0.048,white,33,white,146,white,0.9988,red,3.4,red,0.46,white,9.3,white,Texas,5,white,,,,,,,,,,,,,red,white,white,white,white,white,white,red,red,white
2253,6.6,white,0.905,red,0.19,red,0.8,red,0.048,white,17,red,204,white,0.9934,white,3.34,red,0.56,white,10,white,Texas,5,red,,,,,,,,,,,,,white,red,red,red,white,red,white,white,red,white
2254,6,white,0.3,white,0.44,white,1.5,red,0.046,white,15,red,182,white,0.99455,white,3.5,red,0.52,white,10.4,white,Texas,5,white,,,,,,,,,,,,,white,white,white,red,white,red,white,white,red,white
